rec_yds_per_g,gs,rec_yds_per_rec,g,rec_long,rec_td,age,year,catch_pct,pos,rec_yds_per_tgt,fumbles,player,team,rec,rec_yds,rec_per_g,targets
28.2,5,14.9,9,54,0,26,2012,51.5%,wr,7.7,0,Mohamed Massaquoi,CLE,17,254,1.9,33
10.0,2,8.2,14,16,0,24,2012,47.2%,rb,3.9,0,Bilal Powell,NYJ,17,140,1.2,36
7.6,5,6.2,14,24,0,25,2012,56.7%,rb,3.5,0,LaRod Stephens-Howling,ARI,17,106,1.2,30
17.4,6,9.2,9,30,1,25,2012,73.9%,rb,6.8,2,Jonathan Stewart,CAR,17,157,1.9,23
14.5,4,9.1,10,25,0,33,2012,55.2%,wr,5.0,0,Deion Branch,NWE,16,145,1.6,29
12.6,0,9.4,12,17,1,23,2012,48.5%,,4.6,1,Juron Criner,OAK,16,151,1.3,33
20.4,2,14.0,11,42,0,26,2012,48.5%,wr,6.8,0,Clyde Gates,NYJ,16,224,1.5,33
16.3,0,12.2,12,64,1,25,2012,100.0%,,12.2,0,Mike Goodson,OAK,16,195,1.3,16
17.1,3,9.6,9,34,4,23,2012,64.0%,wr,6.2,0,Mohamed Sanu,CIN,16,154,1.8,25
10.3,11,10.3,16,33,1,24,2012,59.3%,TE,6.1,0,Luke Stocker,TAM,16,165,1.0,27
6.8,5,7.2,16,18,1,29,2012,100.0%,rb,7.2,0,Jackie Battle,SDG,15,108,0.9,15
12.8,0,8.5,10,20,0,23,2012,62.5%,,5.3,0,Cole Beasley,DAL,15,128,1.5,24
8.6,7,9.1,16,26,1,23,2012,57.7%,fb,5.3,0,Will Johnson,PIT,15,137,0.9,26
10.6,3,9.9,14,32,0,30,2012,83.3%,fb,8.2,0,John Kuhn,GNB,15,148,1.1,18
6.8,0,7.3,16,25,0,25,2012,65.2%,,4.7,0,Evan Royster,WAS,15,109,0.9,23
13.0,0,10.4,12,32,0,25,2012,68.2%,,7.1,3,Daniel Thomas,MIA,15,156,1.3,22
18.3,1,15.7,12,31,0,26,2012,66.7%,wr,10.5,0,Ramses Barden,NYG,14,220,1.2,21
19.4,5,6.9,5,18,0,30,2012,93.3%,rb,6.5,1,Cedric Benson,GNB,14,97,2.8,15
4.7,7,5.0,15,12,2,26,2012,87.5%,fb,4.4,1,Jed Collins,NOR,14,70,0.9,16
14.3,5,6.1,6,13,1,27,2012,77.8%,rb,4.8,2,Maurice Jones-Drew,JAX,14,86,2.3,18
13.8,3,14.8,15,46,2,28,2012,43.8%,wr,6.5,0,Robert Meachem,SDG,14,207,0.9,32
3.8,0,4.3,16,14,0,24,2012,63.6%,,2.7,4,Chris Rainey,PIT,14,60,0.9,22
10.1,2,10.9,15,35,2,29,2012,63.6%,wr,6.9,1,Brad Smith,BUF,14,152,0.9,22
14.6,2,9.4,9,25,0,27,2012,56.0%,wr,5.2,0,Steve Smith,STL,14,131,1.6,25
6.3,1,7.1,16,23,0,27,2012,70.0%,rb,5.0,0,Danny Ware,TAM,14,100,0.9,20
19.3,3,15.1,11,57,1,24,2012,63.6%,wr,9.6,1,Kyle Williams,SFO,14,212,1.3,22
3.5,4,4.3,16,11,0,21,2012,68.4%,rb,2.9,4,Bryce Brown,PHI,13,56,0.8,19
68.5,0,10.5,2,27,0,26,2012,68.4%,,7.2,0,Jordan Norwood,CLE,13,137,6.5,19
7.9,6,9.7,16,20,2,29,2012,86.7%,fb/wr,8.4,0,Michael Robinson,SEA,13,126,0.8,15
3.9,2,3.6,12,17,0,30,2012,72.2%,fb,2.6,0,Alex Smith,CLE,13,47,1.1,18
13.2,3,16.2,16,44,1,25,2012,52.0%,wr,8.4,4,Brandon Tate,CIN,13,211,0.8,25
6.5,6,8.0,16,17,0,29,2012,86.7%,fb,6.9,0,Lawrence Vickers,DAL,13,104,0.8,15
11.7,10,14.4,16,53,2,29,2012,65.0%,RB,9.4,2,DeAngelo Williams,CAR,13,187,0.8,20
7.7,1,6.4,10,12,0,27,2012,80.0%,rb,5.1,1,Curtis Brinkley,SDG,12,77,1.2,15
8.6,2,7.2,10,17,0,26,2012,70.6%,rb,5.1,0,Andre Brown,NYG,12,86,1.2,17
5.2,7,6.9,16,16,1,26,2012,63.2%,fb,4.4,0,Erik Lorig,TAM,12,83,0.8,19
5.3,13,7.0,16,26,0,25,2012,92.3%,FB,6.5,0,Bruce Miller,SFO,12,84,0.8,13
12.1,0,16.5,15,31,0,28,2012,50.0%,,8.3,0,Devin Aromashodu,MIN,11,182,0.7,22
12.4,0,16.9,15,42,1,23,2012,45.8%,,7.8,1,LaVon Brazill,IND,11,186,0.7,24
3.1,11,4.5,16,8,1,24,2012,73.3%,FB,3.3,0,Henry Hynoski,NYG,11,50,0.7,15
5.3,4,5.8,12,10,0,31,2012,78.6%,fb,4.6,0,Greg Jones,JAX,11,64,0.9,14
4.9,5,7.2,16,24,1,25,2012,91.7%,fb,6.6,3,Jorvorskie Lane,MIA,11,79,0.7,12
4.5,0,6.1,15,16,0,28,2012,73.3%,,4.5,0,Brian Leonard,CIN,11,67,0.7,15
18.9,1,13.7,8,30,0,23,2012,55.0%,wr,7.6,0,Rishard Matthews,MIA,11,151,1.4,20
4.8,16,7.0,16,20,0,24,2012,68.8%,RB,4.8,4,Alfred Morris,WAS,11,77,0.7,16
10.4,1,14.2,15,39,2,23,2012,40.7%,wr,5.8,0,Brian Quick,STL,11,156,0.7,27
5.2,3,7.5,16,18,0,25,2012,68.8%,te,5.2,0,Konrad Reuland,NYJ,11,83,0.7,16
15.8,2,21.5,15,68,3,24,2012,57.9%,wr,12.5,0,Aldrick Robinson,WAS,11,237,0.7,19
4.5,0,4.5,11,11,0,24,2012,100.0%,,4.5,1,Ben Tate,HOU,11,49,1.0,11
5.7,7,7.8,15,20,4,29,2012,64.7%,fb/te,5.1,0,David Thomas,NOR,11,86,0.7,17
8.3,1,10.8,13,22,0,24,2012,32.3%,wr,3.5,0,Kevin Elliott,JAX,10,108,0.8,31
4.8,2,6.2,13,15,0,26,2012,71.4%,rb,4.4,2,Peyton Hillis,KAN,10,62,0.8,14
4.4,0,6.2,14,29,0,21,2012,83.3%,,5.2,2,Ronnie Hillman,DEN,10,62,0.7,12
5.3,1,8.5,16,18,1,22,2012,35.7%,wr,3.0,1,Keshawn Martin,HOU,10,85,0.6,28
27.1,5,37.9,14,80,3,24,2012,47.6%,wr,18.0,0,Joe Morgan,NOR,10,379,0.7,21
7.3,2,9.5,13,18,3,28,2012,55.6%,te,5.3,1,Dante Rosario,SDG,10,95,0.8,18
6.6,2,7.9,12,13,1,26,2012,62.5%,rb,4.9,0,Kevin Smith,DET,10,79,0.8,16
6.0,0,9.0,15,19,0,28,2012,45.5%,,4.1,0,Matt Willis,DEN,10,90,0.7,22
9.3,4,10.3,10,39,0,25,2012,69.2%,rb,7.2,0,Donald Brown,IND,9,93,0.9,13
6.4,1,9.2,13,18,0,28,2012,81.8%,rb,7.5,1,Michael Bush,CHI,9,83,0.7,11
9.8,0,13.0,12,24,0,24,2012,60.0%,,7.8,1,Dorin Dickerson,BUF,9,117,0.8,15
5.5,0,6.7,11,12,0,24,2012,75.0%,,5.0,1,Kendall Hunter,SFO,9,60,0.8,12
3.2,10,5.7,16,13,0,33,2012,69.2%,fb/TE/wr,3.9,1,Randy McMichael,SDG,9,51,0.6,13
10.3,4,6.9,6,15,1,25,2012,90.0%,rb,6.2,3,Rashard Mendenhall,PIT,9,62,1.5,10
6.1,1,9.4,14,16,0,26,2012,100.0%,rb,9.4,0,Cedric Peerman,CIN,9,85,0.6,9
1.3,0,1.9,12,8,0,25,2012,100.0%,,1.9,4,Brandon Banks,WAS,8,15,0.7,8
3.1,6,5.4,14,14,0,28,2012,57.1%,te/wr,3.1,0,John Carlson,MIN,8,43,0.6,14
6.3,6,12.6,16,25,0,21,2012,80.0%,te,10.1,0,Orson Charles,CIN,8,101,0.5,10
17.7,0,13.3,6,28,0,23,2012,42.1%,,5.6,0,Josh Cooper,CLE,8,106,1.3,19
5.3,0,9.9,15,17,0,30,2012,66.7%,,6.6,0,Terrance Copper,KAN,8,79,0.5,12
14.5,6,25.4,14,72,3,27,2012,66.7%,te,16.9,0,Tom Crabtree,GNB,8,203,0.6,12
5.9,1,9.6,13,26,2,37,2012,61.5%,wr,5.9,0,Donald Driver,GNB,8,77,0.6,13
31.3,3,15.6,4,27,1,24,2012,38.1%,wr,6.0,0,Kris Durham,DET,8,125,2.0,21
5.4,2,10.8,16,29,0,23,2012,72.7%,te,7.8,0,James Hanna,DAL,8,86,0.5,11
47.0,1,11.8,2,28,0,32,2012,61.5%,te,7.2,0,Todd Heap,ARI,8,94,4.0,13
1.8,9,3.6,16,12,0,28,2012,80.0%,FB,2.9,0,Le'Ron McClain,SDG,8,29,0.5,10
5.3,9,10.5,16,18,1,27,2012,66.7%,TE/wr,7.0,0,Matthew Mulligan,STL,8,84,0.5,12
8.7,4,14.1,13,53,0,28,2012,80.0%,fb/rb,11.3,0,Montell Owens,JAX,8,113,0.6,10
9.5,4,19.0,16,37,1,23,2012,53.3%,fb/te,10.1,1,Niles Paul,WAS,8,152,0.5,15
3.4,9,6.9,16,19,1,25,2012,80.0%,TE,5.5,0,John Phillips,DAL,8,55,0.5,10
15.5,0,7.8,4,26,0,23,2012,100.0%,,7.8,0,Jeremy Stewart,OAK,8,62,2.0,8
11.5,1,18.6,13,83,1,23,2012,61.5%,rb,11.5,1,Shane Vereen,NWE,8,149,0.6,13
6.8,8,13.6,16,28,2,25,2012,88.9%,fb/te,12.1,0,Darrel Young,WAS,8,109,0.5,9
5.8,0,13.1,16,31,0,25,2012,58.3%,,7.7,0,David Ausberry,OAK,7,92,0.4,12
4.1,0,8.7,15,17,1,27,2012,58.3%,,5.1,1,Lance Ball,DEN,7,61,0.5,12
7.4,4,10.6,10,24,0,29,2012,46.7%,wr,4.9,1,Steve Breaston,KAN,7,74,0.7,15
3.9,2,9.0,16,24,0,29,2012,63.6%,wr,5.7,6,Josh Cribbs,CLE,7,63,0.4,11
8.8,0,17.6,14,39,1,23,2012,41.2%,,7.2,0,Tandon Doss,BAL,7,123,0.5,17
4.1,7,9.3,16,29,0,24,2012,77.8%,fb/te,7.2,0,Rhett Ellison,MIN,7,65,0.4,9
2.9,2,6.1,15,9,0,25,2012,58.3%,fb,3.6,0,Stanley Havili,PHI,7,43,0.5,12
15.0,0,6.4,3,21,0,24,2012,100.0%,,6.4,0,Roy Helu,WAS,7,45,2.3,7
5.5,2,8.6,11,26,0,27,2012,77.8%,rb,6.7,0,Jalen Parmele,JAX,7,60,0.6,9
3.2,5,7.3,16,9,0,23,2012,63.6%,te,4.6,1,David Paulson,PIT,7,51,0.4,11
2.9,0,6.7,16,11,0,21,2012,63.6%,,4.3,0,Bernard Pierce,BAL,7,47,0.4,11
5.9,0,7.6,9,10,0,23,2012,58.3%,,4.4,0,Ryan Whalen,CIN,7,53,0.8,12
4.4,2,8.1,13,12,0,24,2012,46.7%,te,3.8,0,D.J. Williams,GNB,7,57,0.5,15
8.8,3,6.3,5,12,0,22,2012,70.0%,rb,4.4,2,Ryan Williams,ARI,7,44,1.4,10
4.9,5,13.0,16,24,1,27,2012,100.0%,te,13.0,0,Gary Barnidge,CAR,6,78,0.4,6
2.8,0,5.5,12,14,0,22,2012,50.0%,,2.8,1,Lance Dunbar,DAL,6,33,0.5,12
1.8,5,4.8,16,16,0,23,2012,60.0%,rb,2.9,0,Mark Ingram,NOR,6,29,0.4,10
10.8,1,25.2,14,54,1,24,2012,50.0%,wr,12.6,0,Lestar Jean,HOU,6,151,0.4,12
1.8,0,4.7,16,10,0,31,2012,85.7%,,4.0,6,Stefan Logan,DET,6,28,0.4,7
3.5,1,7.5,13,12,0,21,2012,75.0%,fb,5.6,0,Lamar Miller,MIA,6,45,0.5,8
8.3,2,19.3,14,37,1,25,2012,66.7%,wr,12.9,0,Marlon Moore,MIA,6,116,0.4,9
8.6,0,12.8,9,32,1,30,2012,75.0%,,9.6,1,Mewelde Moore,IND,6,77,0.7,8
1.7,2,3.7,13,6,1,24,2012,100.0%,te,3.7,0,Michael Palmer,ATL,6,22,0.5,6
7.9,0,14.5,11,36,0,22,2012,42.9%,,6.2,0,DeVier Posey,HOU,6,87,0.5,14
3.2,12,8.5,16,20,0,23,2012,42.9%,RB,3.6,4,Stevan Ridley,NWE,6,51,0.4,14
1.8,8,4.7,16,13,1,29,2012,60.0%,TE,2.8,0,Matt Spaeth,CHI,6,28,0.4,10
2.9,4,7.7,16,12,0,23,2012,42.9%,te,3.3,0,Taylor Thompson,TEN,6,46,0.4,14
8.8,1,8.8,6,16,0,24,2012,50.0%,wr,4.4,0,Devon Wylie,KAN,6,53,1.0,12
2.7,0,5.4,10,9,0,23,2012,83.3%,,4.5,0,Jarrett Boykin,GNB,5,27,0.5,6
2.9,1,7.0,12,13,1,23,2012,45.5%,wr,3.2,0,Stephen Burton,MIN,5,35,0.4,11
3.4,0,8.8,13,17,0,23,2012,62.5%,,5.5,1,Travaris Cadet,NOR,5,44,0.4,8
7.6,0,24.2,16,82,0,24,2012,55.6%,,13.4,0,Armanti Edwards,CAR,5,121,0.3,9
5.3,2,12.6,12,28,0,24,2012,83.3%,te,10.5,0,Virgil Green,DEN,5,63,0.4,6
8.9,1,12.4,7,42,0,26,2012,45.5%,wr,5.6,0,Lavelle Hawkins,TEN,5,62,0.7,11
7.8,6,21.8,14,41,0,24,2012,71.4%,te,15.6,0,Michael Hoomanawanui,NWE,5,109,0.4,7
2.5,8,8.0,16,17,0,26,2012,62.5%,FB,5.0,0,Quinn Johnson,TEN,5,40,0.3,8
3.9,8,10.2,13,19,0,24,2012,41.7%,TE,4.3,0,Steve Maneri,KAN,5,51,0.4,12
12.2,2,14.6,6,28,0,25,2012,31.3%,wr,4.6,0,Jamar Newsome,KAN,5,73,0.8,16
14.8,0,11.8,4,21,0,23,2012,83.3%,,9.8,0,Michael Preston,TEN,5,59,1.3,6
13.2,0,13.2,5,23,0,25,2012,83.3%,,11.0,0,David Reed,BAL,5,66,1.0,6
2.2,0,7.0,16,9,0,28,2012,50.0%,,3.5,1,Darius Reynaud,TEN,5,35,0.3,10
3.0,4,7.8,13,19,0,24,2012,62.5%,fb,4.9,0,Anthony Sherman,ARI,5,39,0.4,8
8.5,0,10.2,6,25,0,23,2012,83.3%,,8.5,1,Deonte Thompson,BAL,5,51,0.8,6
2.7,2,10.0,15,17,0,24,2012,50.0%,fb/te,5.0,0,Kyle Adams,CHI,4,40,0.3,8
2.6,0,7.8,12,15,0,25,2012,80.0%,,6.2,0,Baron Batch,PIT,4,31,0.3,5
3.3,1,6.5,8,9,0,24,2012,66.7%,wr,4.3,1,Arrelious Benn,TAM,4,26,0.5,6
8.8,0,11.0,5,13,0,30,2012,80.0%,,8.8,0,Greg Camarillo,NOR,4,44,0.8,5
3.9,0,12.8,13,35,0,24,2012,57.1%,,7.3,0,Garrett Celek,SFO,4,51,0.3,7
0.8,0,2.3,12,5,0,28,2012,44.4%,,1.0,0,Tashard Choice,BUF,4,9,0.3,9
2.5,0,10.0,16,15,1,23,2012,80.0%,,8.0,0,Drew Davis,ATL,4,40,0.3,5
6.5,4,21.3,13,35,0,29,2012,40.0%,te/wr,8.5,0,Daniel Fells,NWE,4,85,0.3,10
22.7,0,17.0,3,30,0,32,2012,40.0%,,6.8,0,Jabar Gaffney,MIA,4,68,1.3,10
14.0,1,14.0,4,31,0,22,2012,100.0%,te,14.0,0,Ladarius Green,SDG,4,56,1.0,4
1.6,9,5.8,14,9,0,28,2012,44.4%,,2.6,0,Lex Hilliard,2TM,4,23,0.3,9
10.5,1,10.5,4,15,0,28,2012,66.7%,wr,7.0,0,Charly Martin,SEA,4,42,1.0,6
2.9,0,10.3,14,16,0,30,2012,66.7%,,6.8,0,Ruvell Martin,BUF,4,41,0.3,6
2.2,1,7.8,14,10,0,24,2012,57.1%,te,4.4,0,Mike McNeill,STL,4,31,0.3,7
7.3,0,14.5,8,36,0,29,2012,44.4%,,6.4,0,Ben Obomanu,SEA,4,58,0.5,9
2.3,3,8.8,15,16,1,26,2012,44.4%,fb/te,3.9,0,Bear Pascoe,NYG,4,35,0.3,9
7.3,0,11.0,6,21,1,25,2012,66.7%,,7.3,0,Brian Robiskie,DET,4,44,0.7,6
1.8,5,5.3,12,11,0,24,2012,50.0%,fb/te,2.6,0,Evan Rodriguez,CHI,4,21,0.3,8
0.8,7,3.3,16,5,2,25,2012,100.0%,te/wr,3.3,0,Lee Smith,BUF,4,13,0.3,4
5.2,2,7.8,6,9,0,26,2012,66.7%,rb,5.2,1,James Starks,GNB,4,31,0.7,6
2.9,0,10.3,14,15,0,24,2012,80.0%,,8.2,0,Phillip Tanner,DAL,4,41,0.3,5
1.9,0,7.8,16,9,0,30,2012,50.0%,,3.9,2,Leon Washington,SEA,4,31,0.3,8
2.1,2,8.5,16,15,1,21,2012,44.4%,rb,3.8,1,David Wilson,NYG,4,34,0.3,9
15.0,1,15.0,3,28,0,25,2012,75.0%,wr,11.3,0,Seyi Ajirotutu,SDG,3,45,1.0,4
2.0,0,4.0,6,9,0,29,2012,33.3%,,1.3,0,Anthony Armstrong,2TM,3,12,0.5,9
32.5,2,21.7,2,29,1,28,2012,100.0%,te,21.7,0,Kevin Boss,KAN,3,65,1.5,3
10.5,3,14.0,4,18,1,35,2012,42.9%,wr,6.0,0,Plaxico Burress,PIT,3,42,0.8,7
1.6,2,6.0,11,10,1,24,2012,75.0%,te,4.5,0,Nate Byham,TAM,3,18,0.3,4
10.3,0,13.7,4,17,0,24,2012,27.3%,,3.7,0,Toney Clemons,JAX,3,41,0.8,11
2.8,7,7.3,8,11,0,27,2012,100.0%,fb,7.3,,Mike Cox,ATL,3,22,0.4,3
2.2,7,11.7,16,17,0,26,2012,75.0%,fb/wr,8.8,0,Jerome Felton,MIN,3,35,0.2,4
2.4,0,12.7,16,18,0,27,2012,60.0%,,7.6,0,Justin Forsett,HOU,3,38,0.2,5
7.3,0,9.7,4,15,0,23,2012,60.0%,,5.8,1,LaMichael James,SFO,3,29,0.8,5
2.4,0,7.3,9,9,0,23,2012,60.0%,,4.4,1,Jerrel Jernigan,NYG,3,22,0.3,5
4.4,1,10.3,7,17,0,22,2012,42.9%,wr,4.4,0,Jermaine Kearse,SEA,3,31,0.4,7
2.3,0,6.0,8,11,0,27,2012,100.0%,,6.0,0,Jake O'Connell,KAN,3,18,0.4,3
1.1,1,5.3,15,9,0,23,2012,75.0%,rb,4.0,2,Isaiah Pead,STL,3,16,0.2,4
0.7,16,3.7,16,7,0,22,2012,100.0%,LCB,3.7,7,Patrick Peterson,ARI,3,11,0.2,3
0.6,2,3.0,16,7,2,29,2012,75.0%,te,2.3,0,Leonard Pope,PIT,3,9,0.2,4
6.0,0,4.0,2,6,0,25,2012,60.0%,,2.4,0,Javon Ringer,TEN,3,12,1.5,5
8.2,1,13.7,5,21,0,25,2012,75.0%,rb,10.3,0,Keith Toston,JAX,3,41,0.6,4
8.7,0,13.0,3,13,0,25,2012,25.0%,,3.3,0,Kris Adams,IND,2,26,0.7,8
0.8,0,6.0,16,7,0,24,2012,50.0%,,3.0,0,Anthony Allen,BAL,2,12,0.1,4
1.1,0,8.0,15,15,0,23,2012,66.7%,,5.3,0,Armando Allen,CHI,2,16,0.1,3
1.9,0,6.5,7,11,0,26,2012,100.0%,,6.5,1,Kahlil Bell,2TM,2,13,0.3,2
1.1,0,5.5,10,11,0,22,2012,100.0%,,5.5,0,Brandon Bolden,NWE,2,11,0.2,2
3.1,0,11.0,7,14,0,23,2012,40.0%,,4.4,0,Dezmon Briscoe,WAS,2,22,0.3,5
1.2,0,7.5,13,12,0,26,2012,100.0%,,7.5,0,Jim Dray,ARI,2,15,0.2,2
1.9,0,7.5,8,11,0,26,2012,33.3%,,2.5,0,Mardy Gilyard,2TM,2,15,0.3,6
0.1,0,0.5,13,1,0,27,2012,100.0%,,0.5,4,Ted Ginn,SFO,2,1,0.2,2
0.7,1,4.5,13,8,1,25,2012,28.6%,te,1.3,0,Richard Gordon,OAK,2,9,0.2,7
1.8,0,9.0,10,12,0,23,2012,66.7%,,6.0,0,Cyrus Gray,KAN,2,18,0.2,3
0.6,2,3.5,11,4,0,23,2012,100.0%,,3.5,0,Jonathan Grimes,3TM,2,7,0.2,2
1.2,1,8.0,13,9,0,25,2012,40.0%,rb,3.2,2,Montario Hardesty,CLE,2,16,0.2,5
4.3,2,8.5,4,11,0,24,2012,100.0%,rb,8.5,0,DuJuan Harris,GNB,2,17,0.5,2
2.0,5,15.0,15,25,0,32,2012,66.7%,te/wr,10.0,0,Ben Hartsock,CAR,2,30,0.1,3
3.8,0,7.5,4,10,1,27,2012,66.7%,,5.0,0,Jason Hill,NYJ,2,15,0.5,3
1.1,0,8.5,15,15,0,26,2012,100.0%,,8.5,6,Trindon Holliday,2TM,2,17,0.1,2
1.6,0,5.5,7,7,0,24,2012,100.0%,,5.5,0,Andre Holmes,DAL,2,11,0.3,2
2.5,2,7.5,6,13,0,24,2012,66.7%,rb,5.0,0,Chris Ivory,NOR,2,15,0.3,3
10.0,0,10.0,2,14,0,27,2012,50.0%,,5.0,0,Brandon Jackson,CLE,2,20,1.0,4
0.8,0,5.5,14,7,0,24,2012,100.0%,,5.5,1,Taiwan Jones,OAK,2,11,0.1,2
2.7,0,12.0,9,28,0,22,2012,100.0%,,12.0,0,Dion Lewis,PHI,2,24,0.2,2
31.0,1,15.5,1,21,0,26,2012,40.0%,wr,6.2,0,David Nelson,BUF,2,31,2.0,5
5.3,0,21.0,8,36,1,24,2012,50.0%,,10.5,0,Kealoha Pilares,CAR,2,42,0.3,4
0.4,5,3.0,16,4,0,26,2012,28.6%,te,0.9,0,Zach Potter,JAX,2,6,0.1,7
1.4,4,7.5,11,11,0,23,2012,50.0%,te,3.8,0,Weslye Saunders,IND,2,15,0.2,4
1.9,0,10.5,11,13,0,25,2012,66.7%,,7.0,0,Alfonso Smith,ARI,2,21,0.2,3
1.7,1,13.5,16,18,0,27,2012,50.0%,wr,6.8,1,Eric Weems,CHI,2,27,0.1,4
0.7,6,5.5,16,10,1,29,2012,66.7%,rt/te,3.7,0,Guy Whimper,JAX,2,11,0.1,3
0.6,0,4.5,14,5,0,26,2012,100.0%,,4.5,0,Keiland Williams,2TM,2,9,0.1,2
0.8,0,7.0,9,7,0,23,2012,100.0%,,7.0,4,Joe Adams,CAR,1,7,0.1,1
0.1,0,2.0,16,2,0,25,2012,100.0%,,2.0,0,Matt Asiata,MIN,1,2,0.1,1
1.4,0,23.0,16,23,0,23,2012,100.0%,,23.0,1,Nick Bellore,NYJ,1,23,0.1,1
0.2,0,2.0,13,2,0,26,2012,50.0%,,1.0,0,LeGarrette Blount,TAM,1,2,0.1,2
2.0,0,8.0,4,8,0,23,2012,50.0%,,4.0,0,LaRon Byrd,ARI,1,8,0.3,2
2.3,0,18.0,8,18,0,27,2012,25.0%,,4.5,0,Andre Caldwell,DEN,1,18,0.1,4
1.3,0,13.0,10,13,0,25,2012,50.0%,,6.5,1,Delone Carter,IND,1,13,0.1,2
2.0,1,6.0,3,6,0,24,2012,50.0%,fb,3.0,0,Shaun Chapas,DET,1,6,0.3,2
-0.6,14,-8.0,14,-8,0,29,2012,100.0%,RT,-8.0,0,Jeromey Clary,SDG,1,-8,0.1,1
2.4,0,12.0,5,12,0,26,2012,100.0%,,12.0,0,Chase Coffman,ATL,1,12,0.2,1
6.0,0,6.0,1,6,0,27,2012,100.0%,,6.0,0,Austin Collie,IND,1,6,1.0,1
0.9,2,8.0,9,8,0,30,2012,33.3%,fb/te,2.7,0,Chris Cooley,WAS,1,8,0.1,3
-0.1,16,-2.0,16,-2,0,28,2012,33.3%,CB,-0.7,0,Antonio Cromartie,NYJ,1,-2,0.1,3
1.7,2,19.0,11,19,0,22,2012,33.3%,fb/rb,6.3,0,Nate Eachus,KAN,1,19,0.1,3
3.0,0,9.0,3,9,0,24,2012,100.0%,,9.0,1,Dedrick Epps,NYJ,1,9,0.3,1
0.8,0,7.0,9,7,0,24,2012,25.0%,,1.8,0,Tommy Gallarda,ATL,1,7,0.1,4
6.8,1,34.0,5,34,0,30,2012,50.0%,,17.0,1,Ryan Grant,2TM,1,34,0.2,2
0.8,0,11.0,14,11,0,26,2012,100.0%,,11.0,0,Chris Gronkowski,DEN,1,11,0.1,1
4.2,0,21.0,5,21,0,22,2012,50.0%,,10.5,0,Cory Harkey,STL,1,21,0.2,2
0.8,0,8.0,10,8,0,23,2012,100.0%,,8.0,0,Jamie Harper,TEN,1,8,0.1,1
-0.6,6,-6.0,10,-6,0,27,2012,0.0%,qb,,4,Chad Henne,JAX,1,-6,0.1,0
2.3,0,7.0,3,7,0,27,2012,100.0%,,7.0,0,Jacob Hester,DEN,1,7,0.3,1
-1.5,1,-3.0,2,-3,0,25,2012,100.0%,te,-3.0,0,Michael Higgins,NOR,1,-3,0.5,1
0.6,1,3.0,5,3,0,23,2012,100.0%,fb,3.0,0,Robert Hughes,IND,1,3,0.2,1
0.1,1,1.0,16,1,1,25,2012,100.0%,te,1.0,0,Mike Johnson,ATL,1,1,0.1,1
2.0,1,8.0,4,8,0,25,2012,100.0%,te,8.0,0,Dominique Jones,IND,1,8,0.3,1
10.0,0,10.0,1,10,0,22,2012,100.0%,,10.0,0,Senio Kelemete,ARI,1,10,1.0,1
0.4,11,4.0,11,4,0,27,2012,100.0%,RG,4.0,0,Lance Louis,CHI,1,4,0.1,1
2.3,1,7.0,3,7,0,28,2012,100.0%,fb,7.0,0,Reagan Maui'a,ARI,1,7,0.3,1
0.6,3,9.0,16,9,0,33,2012,50.0%,fb,4.5,0,Corey McIntyre,BUF,1,9,0.1,2
1.2,0,18.0,15,18,0,24,2012,50.0%,,9.0,3,Joe McKnight,NYJ,1,18,0.1,2
1.3,0,21.0,16,21,0,22,2012,100.0%,,21.0,0,Rodney McLeod,STL,1,21,0.1,1
0.4,1,6.0,15,6,0,27,2012,12.5%,,0.8,0,Evan Moore,2TM,1,6,0.1,8
4.8,1,19.0,4,19,0,29,2012,20.0%,wr,3.8,1,Legedu Naanee,MIA,1,19,0.3,5
4.8,0,24.0,5,24,0,22,2012,25.0%,,6.0,0,Chris Owusu,TAM,1,24,0.2,4
-0.8,0,-4.0,5,-4,0,23,2012,25.0%,,-1.0,0,Nathan Palmer,IND,1,-4,0.2,4
1.3,5,8.0,6,8,0,31,2012,14.3%,fb,1.1,0,Lousaka Polite,ATL,1,8,0.2,7
-0.9,16,-15.0,16,-15,0,24,2012,100.0%,QB,-15.0,7,Christian Ponder,MIN,1,-15,0.1,1
0.1,7,1.0,14,1,1,26,2012,33.3%,fb,0.3,0,Chris Pressley,CIN,1,1,0.1,3
7.3,1,22.0,3,22,0,23,2012,100.0%,qb,22.0,0,Terrelle Pryor,OAK,1,22,0.3,1
2.2,2,13.0,6,13,0,24,2012,50.0%,,6.5,0,Allen Reisner,2TM,1,13,0.2,2
0.7,0,9.0,13,9,0,29,2012,50.0%,,4.5,0,Courtney Roby,NOR,1,9,0.1,2
-0.1,16,-1.0,16,-1,0,29,2012,100.0%,QB,-1.0,5,Aaron Rodgers,GNB,1,-1,0.1,1
-0.1,16,-1.0,16,-1,0,32,2012,100.0%,QB,-1.0,6,Tony Romo,DAL,1,-1,0.1,1
1.0,2,7.0,7,7,0,24,2012,33.3%,,2.3,0,Dane Sanzenbacher,2TM,1,7,0.1,3
-0.4,16,-6.0,16,-6,0,31,2012,100.0%,QB,-6.0,4,Matt Schaub,HOU,1,-6,0.1,1
1.5,0,3.0,2,3,0,23,2012,100.0%,,3.0,0,Brad Smelley,CLE,1,3,0.5,1
3.2,0,16.0,5,16,0,27,2012,100.0%,,16.0,0,Hayden Smith,NYJ,1,16,0.2,1
